
   916341      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkIOAvmesh.py
   915992      4 -rw-r--r--   1 root     root          517 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-langcodes.py
   916266      4 -rw-r--r--   1 root     root          536 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_tauri.py
   916226      4 -rw-r--r--   1 root     root          823 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-text_unidecode.py
   916153      4 -rw-r--r--   1 root     root          450 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-regex.py
   915856      4 -rw-r--r--   1 root     root          999 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-boto3.py
   916154      4 -rw-r--r--   1 root     root          495 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-reportlab.lib.utils.py
   916283      4 -rw-r--r--   1 root     root          717 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-ultralytics.py
   916345      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkIOCesium3DTiles.py
   915950      4 -rw-r--r--   1 root     root          709 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-google.cloud.kms_v1.py
   916039      4 -rw-r--r--   1 root     root          524 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-niquests.py
   916196      4 -rw-r--r--   1 root     root         1059 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-sklearn.metrics.cluster.py
   915853      4 -rw-r--r--   1 root     root         1407 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-blspy.py
   915970      4 -rw-r--r--   1 root     root          530 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-ijson.py
   916059      4 -rw-r--r--   1 root     root          679 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-office365.py
   916109      4 -rw-r--r--   1 root     root          562 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-pyexcel_odsr.py
   916107      4 -rw-r--r--   1 root     root          604 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-pyexcel_ods.py
   915894      4 -rw-r--r--   1 root     root          567 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-dclab.py
   915998      4 -rw-r--r--   1 root     root          598 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-libaudioverse.py
   916467      4 -rw-r--r--   1 root     root          612 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-zeep.py
   915825      4 -rw-r--r--   1 root     root          606 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-accessible_output2.py
   916413      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkRenderingContextOpenGL2.py
   915881      4 -rw-r--r--   1 root     root          614 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-cytoolz.itertoolz.py
   915876      4 -rw-r--r--   1 root     root          565 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-countryinfo.py
   916020      4 -rw-r--r--   1 root     root          616 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-mimesis.py
   915931      4 -rw-r--r--   1 root     root          551 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-flex.py
   916259      4 -rw-r--r--   1 root     root          568 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_mesh_streamer.py
   916370      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkIOMINC.py
   916290      4 -rw-r--r--   1 root     root          523 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-uvicorn.py
   915982      4 -rw-r--r--   1 root     root          617 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-jira.py
   915923      4 -rw-r--r--   1 root     root          685 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-faker.py
   916041      4 -rw-r--r--   1 root     root          503 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-nnpy.py
   916092      4 -rw-r--r--   1 root     root          691 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-pycountry.py
   915975      4 -rw-r--r--   1 root     root          546 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-iso639.py
